city,latitude,longitude,date,PM2.5,PM10
Chennai,13.0827,80.2707,2024-04-26,24.24,50.26
Chennai,13.0827,80.2707,2024-04-27,23.76,44.39
Chennai,13.0827,80.2707,2024-04-28,37.55,73.77
Chennai,13.0827,80.2707,2024-04-29,25.62,50.34
Chennai,13.0827,80.2707,2024-04-30,34.01,69.96
Chennai,13.0827,80.2707,2024-05-01,20.48,34.23
Chennai,13.0827,80.2707,2024-05-02,38.55,80.6
Chennai,13.0827,80.2707,2024-05-03,15.02,25.21
Chennai,13.0827,80.2707,2024-05-04,38.43,59.94
Chennai,13.0827,80.2707,2024-05-05,34.06,51.81
Chennai,13.0827,80.2707,2024-05-06,15.31,28.41
Chennai,13.0827,80.2707,2024-05-07,12.59,23.45
Chennai,13.0827,80.2707,2024-05-08,30.76,55.69
Chennai,13.0827,80.2707,2024-05-09,21.32,42.03
Chennai,13.0827,80.2707,2024-05-10,19.82,32.81
Chennai,13.0827,80.2707,2024-05-11,31.73,55.91
Chennai,13.0827,80.2707,2024-05-12,31.25,51.55
Chennai,13.0827,80.2707,2024-05-13,22.1,45.92
Chennai,13.0827,80.2707,2024-05-14,32.1,59.86
Chennai,13.0827,80.2707,2024-05-15,18.08,33.02
Chennai,13.0827,80.2707,2024-05-16,25.39,50.37
Chennai,13.0827,80.2707,2024-05-17,22.23,45.08
Chennai,13.0827,80.2707,2024-05-18,23.59,47.01
Chennai,13.0827,80.2707,2024-05-19,23.23,37.04
Chennai,13.0827,80.2707,2024-05-20,26.65,49.81
Chennai,13.0827,80.2707,2024-05-21,17.99,36.59
Chennai,13.0827,80.2707,2024-05-22,16.67,28.58
Chennai,13.0827,80.2707,2024-05-23,28.07,54.72
Chennai,13.0827,80.2707,2024-05-24,37.12,57.23
Chennai,13.0827,80.2707,2024-05-25,21.49,40.66
Chennai,13.0827,80.2707,2024-05-26,31.23,57.09
Chennai,13.0827,80.2707,2024-05-27,18.9,28.56
Chennai,13.0827,80.2707,2024-05-28,28.56,47.93
Chennai,13.0827,80.2707,2024-05-29,21.0,42.28
Chennai,13.0827,80.2707,2024-05-30,21.31,41.86
Chennai,13.0827,80.2707,2024-05-31,31.72,56.86
Chennai,13.0827,80.2707,2024-06-01,21.89,36.48
Chennai,13.0827,80.2707,2024-06-02,8.42,14.11
Chennai,13.0827,80.2707,2024-06-03,9.17,14.47
Chennai,13.0827,80.2707,2024-06-04,11.76,21.9
Chennai,13.0827,80.2707,2024-06-05,11.15,21.27
Chennai,13.0827,80.2707,2024-06-06,24.58,45.38
Chennai,13.0827,80.2707,2024-06-07,12.64,22.34
Chennai,13.0827,80.2707,2024-06-08,20.76,32.92
Chennai,13.0827,80.2707,2024-06-09,11.9,19.41
Chennai,13.0827,80.2707,2024-06-10,14.95,23.86
Chennai,13.0827,80.2707,2024-06-11,7.51,13.7
Chennai,13.0827,80.2707,2024-06-12,21.14,33.47
Chennai,13.0827,80.2707,2024-06-13,22.24,40.61
Chennai,13.0827,80.2707,2024-06-14,13.11,20.84
Chennai,13.0827,80.2707,2024-06-15,19.29,34.63
Chennai,13.0827,80.2707,2024-06-16,18.71,32.99
Chennai,13.0827,80.2707,2024-06-17,12.0,23.8
Chennai,13.0827,80.2707,2024-06-18,8.15,16.37
Chennai,13.0827,80.2707,2024-06-19,8.42,12.99
Chennai,13.0827,80.2707,2024-06-20,13.25,22.12
Chennai,13.0827,80.2707,2024-06-21,7.38,13.29
Chennai,13.0827,80.2707,2024-06-22,16.36,25.94
Chennai,13.0827,80.2707,2024-06-23,6.14,9.23
Chennai,13.0827,80.2707,2024-06-24,10.69,21.87
Chennai,13.0827,80.2707,2024-06-25,9.68,18.94
Chennai,13.0827,80.2707,2024-06-26,12.93,22.95
Chennai,13.0827,80.2707,2024-06-27,8.22,16.67
Chennai,13.0827,80.2707,2024-06-28,12.35,20.0
Chennai,13.0827,80.2707,2024-06-29,10.34,18.02
Chennai,13.0827,80.2707,2024-06-30,17.18,35.84
Chennai,13.0827,80.2707,2024-07-01,14.64,22.17
Chennai,13.0827,80.2707,2024-07-02,9.52,19.66
Chennai,13.0827,80.2707,2024-07-03,9.38,17.66
Chennai,13.0827,80.2707,2024-07-04,14.7,27.62
Chennai,13.0827,80.2707,2024-07-05,5.33,9.74
Chennai,13.0827,80.2707,2024-07-06,10.45,16.13
Chennai,13.0827,80.2707,2024-07-07,15.01,28.53
Chennai,13.0827,80.2707,2024-07-08,11.23,21.76
Chennai,13.0827,80.2707,2024-07-09,12.82,26.29
Chennai,13.0827,80.2707,2024-07-10,12.57,19.62
Chennai,13.0827,80.2707,2024-07-11,10.13,20.64
Chennai,13.0827,80.2707,2024-07-12,12.68,26.17
Chennai,13.0827,80.2707,2024-07-13,6.84,10.41
Chennai,13.0827,80.2707,2024-07-14,7.56,12.72
Chennai,13.0827,80.2707,2024-07-15,6.0,11.56
Chennai,13.0827,80.2707,2024-07-16,12.07,20.78
Chennai,13.0827,80.2707,2024-07-17,18.8,31.99
Chennai,13.0827,80.2707,2024-07-18,15.82,23.84
Chennai,13.0827,80.2707,2024-07-19,5.26,9.64
Chennai,13.0827,80.2707,2024-07-20,5.67,11.58
Chennai,13.0827,80.2707,2024-07-21,9.24,15.44
Chennai,13.0827,80.2707,2024-07-22,18.19,35.48
Chennai,13.0827,80.2707,2024-07-23,10.59,18.4
Chennai,13.0827,80.2707,2024-07-24,5.92,11.09
Chennai,13.0827,80.2707,2024-07-25,7.18,11.22
Chennai,13.0827,80.2707,2024-07-26,19.84,41.16
Chennai,13.0827,80.2707,2024-07-27,13.64,26.38
Chennai,13.0827,80.2707,2024-07-28,12.72,22.57
Chennai,13.0827,80.2707,2024-07-29,13.16,25.57
Chennai,13.0827,80.2707,2024-07-30,10.59,18.77
Chennai,13.0827,80.2707,2024-07-31,8.36,15.06
Chennai,13.0827,80.2707,2024-08-01,8.73,16.69
Chennai,13.0827,80.2707,2024-08-02,9.08,18.59
Chennai,13.0827,80.2707,2024-08-03,9.72,19.46
Chennai,13.0827,80.2707,2024-08-04,15.44,29.81
Chennai,13.0827,80.2707,2024-08-05,17.96,29.46
Chennai,13.0827,80.2707,2024-08-06,28.6,53.73
Chennai,13.0827,80.2707,2024-08-07,6.43,11.26
Chennai,13.0827,80.2707,2024-08-08,12.08,20.54
Chennai,13.0827,80.2707,2024-08-09,15.49,32.23
Chennai,13.0827,80.2707,2024-08-10,17.27,30.71
Chennai,13.0827,80.2707,2024-08-11,21.14,39.11
Chennai,13.0827,80.2707,2024-08-12,16.73,32.62
Chennai,13.0827,80.2707,2024-08-13,9.18,15.5
Chennai,13.0827,80.2707,2024-08-14,7.7,15.24
Chennai,13.0827,80.2707,2024-08-15,20.1,33.33
Chennai,13.0827,80.2707,2024-08-16,22.35,34.05
Chennai,13.0827,80.2707,2024-08-17,8.75,17.64
Chennai,13.0827,80.2707,2024-08-18,8.95,16.75
Chennai,13.0827,80.2707,2024-08-19,27.26,56.06
Chennai,13.0827,80.2707,2024-08-20,14.17,27.02
Chennai,13.0827,80.2707,2024-08-21,16.19,26.03
Chennai,13.0827,80.2707,2024-08-22,21.91,34.89
Chennai,13.0827,80.2707,2024-08-23,8.82,16.72
Chennai,13.0827,80.2707,2024-08-24,12.63,19.45
Chennai,13.0827,80.2707,2024-08-25,12.15,20.61
Chennai,13.0827,80.2707,2024-08-26,7.99,14.3
Chennai,13.0827,80.2707,2024-08-27,18.64,31.39
Coimbatore,11.0168,76.9558,2024-01-01,34.42,70.0
Coimbatore,11.0168,76.9558,2024-01-02,45.4,80.46
Coimbatore,11.0168,76.9558,2024-01-03,86.15,136.52
Coimbatore,11.0168,76.9558,2024-01-04,41.83,82.77
Coimbatore,11.0168,76.9558,2024-01-05,51.6,77.42
Coimbatore,11.0168,76.9558,2024-01-06,59.14,96.07
Coimbatore,11.0168,76.9558,2024-01-07,68.37,109.55
Coimbatore,11.0168,76.9558,2024-01-08,73.34,120.46
Coimbatore,11.0168,76.9558,2024-01-09,53.1,97.67
Coimbatore,11.0168,76.9558,2024-01-10,65.84,109.25
Coimbatore,11.0168,76.9558,2024-01-11,112.98,187.16
Coimbatore,11.0168,76.9558,2024-01-12,76.15,148.55
Coimbatore,11.0168,76.9558,2024-01-13,81.87,143.93
Coimbatore,11.0168,76.9558,2024-01-14,67.63,115.4
Coimbatore,11.0168,76.9558,2024-01-15,90.97,142.94
Coimbatore,11.0168,76.9558,2024-01-16,65.55,116.33
Coimbatore,11.0168,76.9558,2024-01-17,77.57,131.62
Coimbatore,11.0168,76.9558,2024-01-18,41.54,65.27
Coimbatore,11.0168,76.9558,2024-01-19,64.55,99.48
Coimbatore,11.0168,76.9558,2024-01-20,42.56,79.47
Coimbatore,11.0168,76.9558,2024-01-21,41.63,63.49
Coimbatore,11.0168,76.9558,2024-01-22,33.64,65.65
Coimbatore,11.0168,76.9558,2024-01-23,110.61,226.64
Coimbatore,11.0168,76.9558,2024-01-24,55.17,104.97
Coimbatore,11.0168,76.9558,2024-01-25,97.34,170.38
Coimbatore,11.0168,76.9558,2024-01-26,62.58,128.65
Coimbatore,11.0168,76.9558,2024-01-27,56.01,97.38
Coimbatore,11.0168,76.9558,2024-01-28,67.62,134.12
Coimbatore,11.0168,76.9558,2024-01-29,55.96,89.36
Coimbatore,11.0168,76.9558,2024-01-30,82.72,158.69
Coimbatore,11.0168,76.9558,2024-01-31,61.48,117.06
Coimbatore,11.0168,76.9558,2024-02-01,53.5,108.05
Coimbatore,11.0168,76.9558,2024-02-02,39.4,77.52
Coimbatore,11.0168,76.9558,2024-02-03,56.69,99.64
Coimbatore,11.0168,76.9558,2024-02-04,53.15,90.61
Coimbatore,11.0168,76.9558,2024-02-05,68.69,105.12
Coimbatore,11.0168,76.9558,2024-02-06,64.38,123.52
Coimbatore,11.0168,76.9558,2024-02-07,50.86,86.17
Coimbatore,11.0168,76.9558,2024-02-08,70.31,135.5
Coimbatore,11.0168,76.9558,2024-02-09,38.07,62.59
Coimbatore,11.0168,76.9558,2024-02-10,60.25,115.04
Coimbatore,11.0168,76.9558,2024-02-11,47.98,89.8
Coimbatore,11.0168,76.9558,2024-02-12,53.56,99.16
Coimbatore,11.0168,76.9558,2024-02-13,34.85,
Coimbatore,11.0168,76.9558,2024-02-14,79.26,121.6
Coimbatore,11.0168,76.9558,2024-02-15,73.03,126.09
Coimbatore,11.0168,76.9558,2024-02-16,50.4,95.55
Coimbatore,11.0168,76.9558,2024-02-17,91.49,146.16
Coimbatore,11.0168,76.9558,2024-02-18,45.75,93.56
Coimbatore,11.0168,76.9558,2024-02-19,21.59,42.53
Coimbatore,11.0168,76.9558,2024-02-20,66.33,125.12
Coimbatore,11.0168,76.9558,2024-02-21,45.59,78.05
Coimbatore,11.0168,76.9558,2024-02-22,44.72,82.41
Coimbatore,11.0168,76.9558,2024-02-23,81.09,124.13
Coimbatore,11.0168,76.9558,2024-02-24,43.08,87.31
Coimbatore,11.0168,76.9558,2024-02-25,65.29,119.67
Coimbatore,11.0168,76.9558,2024-02-26,59.18,102.73
Coimbatore,11.0168,76.9558,2024-02-27,57.32,112.88
Coimbatore,11.0168,76.9558,2024-02-28,43.49,80.32
Coimbatore,11.0168,76.9558,2024-02-29,57.49,118.97
Coimbatore,11.0168,76.9558,2024-03-01,31.28,50.86
Coimbatore,11.0168,76.9558,2024-03-02,69.79,122.23
Coimbatore,11.0168,76.9558,2024-03-03,60.57,105.66
Coimbatore,11.0168,76.9558,2024-03-04,64.83,104.27
Coimbatore,11.0168,76.9558,2024-03-05,40.05,69.7
Coimbatore,11.0168,76.9558,2024-03-06,68.04,138.69
Coimbatore,11.0168,76.9558,2024-03-07,47.46,89.57
Coimbatore,11.0168,76.9558,2024-03-08,59.08,99.68
Coimbatore,11.0168,76.9558,2024-03-09,65.19,132.86
Coimbatore,11.0168,76.9558,2024-03-10,50.43,102.14
Coimbatore,11.0168,76.9558,2024-03-11,53.23,96.15
Coimbatore,11.0168,76.9558,2024-03-12,38.9,61.42
Coimbatore,11.0168,76.9558,2024-03-13,49.71,79.59
Coimbatore,11.0168,76.9558,2024-03-14,44.95,85.52
Coimbatore,11.0168,76.9558,2024-03-15,38.98,65.44
Coimbatore,11.0168,76.9558,2024-03-16,34.86,62.92
Coimbatore,11.0168,76.9558,2024-03-17,36.27,64.38
Coimbatore,11.0168,76.9558,2024-03-18,48.08,98.51
Coimbatore,11.0168,76.9558,2024-03-19,64.52,124.61
Coimbatore,11.0168,76.9558,2024-03-20,39.2,70.17
Coimbatore,11.0168,76.9558,2024-03-21,44.63,71.96
Coimbatore,11.0168,76.9558,2024-03-22,26.35,41.47
Coimbatore,11.0168,76.9558,2024-03-23,26.53,54.26
Coimbatore,11.0168,76.9558,2024-03-24,28.07,55.52
Coimbatore,11.0168,76.9558,2024-03-25,52.18,90.55
Coimbatore,11.0168,76.9558,2024-03-26,31.91,53.87
Coimbatore,11.0168,76.9558,2024-03-27,36.99,68.82
Coimbatore,11.0168,76.9558,2024-03-28,36.5,60.03
Coimbatore,11.0168,76.9558,2024-03-29,29.03,53.2
Coimbatore,11.0168,76.9558,2024-03-30,34.43,70.64
Coimbatore,11.0168,76.9558,2024-03-31,18.51,32.59
Coimbatore,11.0168,76.9558,2024-04-01,29.02,56.57
Coimbatore,11.0168,76.9558,2024-04-02,56.19,108.39
Coimbatore,11.0168,76.9558,2024-04-03,40.52,84.54
Coimbatore,11.0168,76.9558,2024-04-04,46.89,72.26
Coimbatore,11.0168,76.9558,2024-04-05,37.78,60.8
Coimbatore,11.0168,76.9558,2024-04-06,24.29,50.32
Coimbatore,11.0168,76.9558,2024-04-07,38.61,72.21
Coimbatore,11.0168,76.9558,2024-04-08,48.39,78.33
Coimbatore,11.0168,76.9558,2024-04-09,31.2,56.2
Coimbatore,11.0168,76.9558,2024-04-10,33.21,60.13
Coimbatore,11.0168,76.9558,2024-04-11,25.19,50.39
Coimbatore,11.0168,76.9558,2024-04-12,43.94,68.53
Coimbatore,11.0168,76.9558,2024-04-13,34.67,70.99
Coimbatore,11.0168,76.9558,2024-04-14,33.86,69.73
Coimbatore,11.0168,76.9558,2024-04-15,28.7,46.52
Coimbatore,11.0168,76.9558,2024-04-16,30.4,54.14
Coimbatore,11.0168,76.9558,2024-04-17,19.32,38.59
Coimbatore,11.0168,76.9558,2024-04-18,23.01,38.43
Coimbatore,11.0168,76.9558,2024-04-19,36.34,67.76
Coimbatore,11.0168,76.9558,2024-04-20,27.27,51.78
Coimbatore,11.0168,76.9558,2024-04-21,37.09,71.59
Coimbatore,11.0168,76.9558,2024-04-22,48.99,79.48
Coimbatore,11.0168,76.9558,2024-04-23,30.14,53.75
Coimbatore,11.0168,76.9558,2024-04-24,25.25,38.21
Coimbatore,11.0168,76.9558,2024-04-25,20.17,34.96
Coimbatore,11.0168,76.9558,2024-04-26,18.78,33.12
Coimbatore,11.0168,76.9558,2024-04-27,16.03,30.7
Coimbatore,11.0168,76.9558,2024-04-28,13.93,29.17
Coimbatore,11.0168,76.9558,2024-04-29,11.62,19.81
Coimbatore,11.0168,76.9558,2024-04-30,19.4,39.2
Coimbatore,11.0168,76.9558,2024-05-01,35.07,72.94
Coimbatore,11.0168,76.9558,2024-05-02,13.24,21.38
Coimbatore,11.0168,76.9558,2024-05-03,9.94,19.31
Coimbatore,11.0168,76.9558,2024-05-04,20.71,39.82
Coimbatore,11.0168,76.9558,2024-05-05,14.65,28.02
Coimbatore,11.0168,76.9558,2024-05-06,19.66,37.67
Coimbatore,11.0168,76.9558,2024-05-07,26.22,47.5
Coimbatore,11.0168,76.9558,2024-05-08,12.0,23.82
Coimbatore,11.0168,76.9558,2024-05-09,19.94,33.42
Coimbatore,11.0168,76.9558,2024-05-10,17.86,27.59
Coimbatore,11.0168,76.9558,2024-05-11,14.03,23.92
Coimbatore,11.0168,76.9558,2024-05-12,25.53,50.96
Coimbatore,11.0168,76.9558,2024-05-13,22.76,39.05
Coimbatore,11.0168,76.9558,2024-05-14,11.59,23.44
Coimbatore,11.0168,76.9558,2024-05-15,17.77,36.37
Coimbatore,11.0168,76.9558,2024-05-16,20.95,38.82
Coimbatore,11.0168,76.9558,2024-05-17,9.0,14.61
Coimbatore,11.0168,76.9558,2024-05-18,11.9,18.25
Coimbatore,11.0168,76.9558,2024-05-19,18.42,33.1
Coimbatore,11.0168,76.9558,2024-05-20,13.23,22.29
Coimbatore,11.0168,76.9558,2024-05-21,5.37,9.52
Coimbatore,11.0168,76.9558,2024-05-22,18.83,38.69
Coimbatore,11.0168,76.9558,2024-05-23,17.3,31.87
Coimbatore,11.0168,76.9558,2024-05-24,18.67,31.49
Coimbatore,11.0168,76.9558,2024-05-25,13.29,24.93
Coimbatore,11.0168,76.9558,2024-05-26,14.93,31.05
Coimbatore,11.0168,76.9558,2024-05-27,15.0,31.34
Coimbatore,11.0168,76.9558,2024-05-28,11.53,22.36
Coimbatore,11.0168,76.9558,2024-05-29,7.92,14.71
Coimbatore,11.0168,76.9558,2024-05-30,12.96,23.38
Coimbatore,11.0168,76.9558,2024-05-31,12.97,21.26
Coimbatore,11.0168,76.9558,2024-06-01,14.91,26.73
Coimbatore,11.0168,76.9558,2024-06-02,9.12,14.73
Coimbatore,11.0168,76.9558,2024-06-03,8.36,14.78
Coimbatore,11.0168,76.9558,2024-06-04,14.54,22.76
Coimbatore,11.0168,76.9558,2024-06-05,9.06,15.12
Coimbatore,11.0168,76.9558,2024-06-06,6.73,11.34
Coimbatore,11.0168,76.9558,2024-06-07,12.0,24.12
Coimbatore,11.0168,76.9558,2024-06-08,13.62,24.5
Coimbatore,11.0168,76.9558,2024-06-09,9.83,17.81
Coimbatore,11.0168,76.9558,2024-06-10,6.05,12.18
Coimbatore,11.0168,76.9558,2024-06-11,14.06,28.46
Coimbatore,11.0168,76.9558,2024-06-12,7.41,12.86
Coimbatore,11.0168,76.9558,2024-06-13,4.0,7.17
Coimbatore,11.0168,76.9558,2024-06-14,4.0,7.07
Coimbatore,11.0168,76.9558,2024-06-15,9.82,16.73
Coimbatore,11.0168,76.9558,2024-06-16,7.81,16.13
Coimbatore,11.0168,76.9558,2024-06-17,7.83,13.16
Coimbatore,11.0168,76.9558,2024-06-18,6.39,10.97
Coimbatore,11.0168,76.9558,2024-06-19,5.38,8.56
Coimbatore,11.0168,76.9558,2024-06-20,5.54,10.18
Coimbatore,11.0168,76.9558,2024-06-21,9.05,17.06
Coimbatore,11.0168,76.9558,2024-06-22,11.76,18.0
Coimbatore,11.0168,76.9558,2024-06-23,8.39,16.15
Coimbatore,11.0168,76.9558,2024-06-24,10.86,21.78
Coimbatore,11.0168,76.9558,2024-06-25,19.86,31.87
Coimbatore,11.0168,76.9558,2024-06-26,7.65,15.73
Coimbatore,11.0168,76.9558,2024-06-27,7.46,14.39
Coimbatore,11.0168,76.9558,2024-06-28,8.41,17.06
Coimbatore,11.0168,76.9558,2024-06-29,9.94,17.11
Coimbatore,11.0168,76.9558,2024-06-30,11.58,17.58
Coimbatore,11.0168,76.9558,2024-07-01,8.4,13.44
Coimbatore,11.0168,76.9558,2024-07-02,7.63,14.18
Coimbatore,11.0168,76.9558,2024-07-03,9.25,15.21
Coimbatore,11.0168,76.9558,2024-07-04,4.0,6.5
Coimbatore,11.0168,76.9558,2024-07-05,9.73,15.11
Coimbatore,11.0168,76.9558,2024-07-06,8.61,13.22
Coimbatore,11.0168,76.9558,2024-07-07,12.13,23.74
Coimbatore,11.0168,76.9558,2024-07-08,4.0,8.12
Coimbatore,11.0168,76.9558,2024-07-09,11.73,18.05
Coimbatore,11.0168,76.9558,2024-07-10,13.23,27.37
Coimbatore,11.0168,76.9558,2024-07-11,9.86,15.54
Coimbatore,11.0168,76.9558,2024-07-12,14.37,23.44
Coimbatore,11.0168,76.9558,2024-07-13,6.39,12.82
Coimbatore,11.0168,76.9558,2024-07-14,10.69,19.59
Coimbatore,11.0168,76.9558,2024-07-15,8.29,13.15
Coimbatore,11.0168,76.9558,2024-07-16,7.84,15.04
Coimbatore,11.0168,76.9558,2024-07-17,4.41,8.57
Coimbatore,11.0168,76.9558,2024-07-18,7.78,12.85
Coimbatore,11.0168,76.9558,2024-07-19,10.02,16.88
Coimbatore,11.0168,76.9558,2024-07-20,8.91,16.26
Coimbatore,11.0168,76.9558,2024-07-21,7.86,13.39
Coimbatore,11.0168,76.9558,2024-07-22,11.73,23.9
Coimbatore,11.0168,76.9558,2024-07-23,8.93,15.76
Coimbatore,11.0168,76.9558,2024-07-24,12.01,21.81
Coimbatore,11.0168,76.9558,2024-07-25,6.51,12.9
Coimbatore,11.0168,76.9558,2024-07-26,17.74,35.32
Coimbatore,11.0168,76.9558,2024-07-27,9.87,16.17
Coimbatore,11.0168,76.9558,2024-07-28,12.69,26.22
Coimbatore,11.0168,76.9558,2024-07-29,4.78,10.04
