city,latitude,longitude,date,temperature,humidity,wind_speed,rainfall,pressure
Chennai,13.0827,80.2707,2024-02-07,24.32,74.98,6.23,0.19,1008.62
Chennai,13.0827,80.2707,2024-02-08,28.11,80.72,9.7,0.0,1009.14
Chennai,13.0827,80.2707,2024-02-09,29.0,63.32,7.66,0.0,1013.91
Chennai,13.0827,80.2707,2024-02-10,24.26,66.12,5.67,0.0,1009.95
Chennai,13.0827,80.2707,2024-02-11,25.85,84.14,6.65,0.0,1008.99
Chennai,13.0827,80.2707,2024-02-12,25.86,66.61,6.68,0.38,1009.76
Chennai,13.0827,80.2707,2024-02-13,25.6,77.79,8.9,0.0,1008.07
Chennai,13.0827,80.2707,2024-02-14,23.02,72.26,8.32,1.74,1008.29
Chennai,13.0827,80.2707,2024-02-15,29.91,78.17,5.88,0.0,1018.3
Chennai,13.0827,80.2707,2024-02-16,25.7,76.82,6.91,0.0,1010.04
Chennai,13.0827,80.2707,2024-02-17,25.55,54.39,10.35,0.0,1008.47
Chennai,13.0827,80.2707,2024-02-18,27.7,76.91,5.55,0.0,1009.8
Chennai,13.0827,80.2707,2024-02-19,31.12,75.69,6.89,0.0,1013.49
Chennai,13.0827,80.2707,2024-02-20,30.86,80.65,3.7,0.0,1011.84
Chennai,13.0827,80.2707,2024-02-21,26.94,73.07,12.26,0.0,1012.77
Chennai,13.0827,80.2707,2024-02-22,27.27,79.05,14.17,0.0,1012.57
Chennai,13.0827,80.2707,2024-02-23,30.73,66.36,4.09,0.0,1010.22
Chennai,13.0827,80.2707,2024-02-24,25.06,77.15,5.87,0.0,1010.51
Chennai,13.0827,80.2707,2024-02-25,34.09,64.26,11.37,0.0,1003.02
Chennai,13.0827,80.2707,2024-02-26,29.8,62.6,7.02,2.52,1010.79
Chennai,13.0827,80.2707,2024-02-27,27.18,70.31,9.72,0.0,1012.33
Chennai,13.0827,80.2707,2024-02-28,30.14,71.93,6.67,0.96,1014.15
Chennai,13.0827,80.2707,2024-02-29,30.32,73.25,7.16,0.63,1015.04
Chennai,13.0827,80.2707,2024-03-01,26.6,67.36,8.52,1.62,1008.06
Chennai,13.0827,80.2707,2024-03-02,27.61,80.13,9.01,0.36,1003.89
Chennai,13.0827,80.2707,2024-03-03,25.63,82.19,5.71,0.0,1018.9
Chennai,13.0827,80.2707,2024-03-04,31.0,68.22,8.02,0.0,1016.31
Chennai,13.0827,80.2707,2024-03-05,26.37,71.94,7.96,1.56,1012.86
Chennai,13.0827,80.2707,2024-03-06,24.44,73.53,10.22,2.39,1011.4
Chennai,13.0827,80.2707,2024-03-07,28.56,70.37,7.12,2.38,1010.07
Chennai,13.0827,80.2707,2024-03-08,30.55,76.41,4.86,4.08,1012.76
Chennai,13.0827,80.2707,2024-03-09,27.33,85.84,12.22,0.23,1009.43
Chennai,13.0827,80.2707,2024-03-10,28.09,67.67,14.08,9.46,1009.01
Chennai,13.0827,80.2707,2024-03-11,27.01,69.89,6.74,6.95,1014.57
Chennai,13.0827,80.2707,2024-03-12,26.87,68.77,14.26,0.0,1013.81
Chennai,13.0827,80.2707,2024-03-13,24.33,64.4,10.62,0.0,1008.15
Chennai,13.0827,80.2707,2024-03-14,32.07,65.46,4.34,0.0,1012.39
Chennai,13.0827,80.2707,2024-03-15,31.35,86.82,6.86,0.0,1012.44
Chennai,13.0827,80.2707,2024-03-16,28.33,74.64,10.56,0.0,1006.53
Chennai,13.0827,80.2707,2024-03-17,30.31,75.04,11.58,0.0,1006.68
Chennai,13.0827,80.2707,2024-03-18,24.5,82.42,7.39,0.0,1011.38
Chennai,13.0827,80.2707,2024-03-19,24.84,71.49,5.56,0.0,1010.47
Chennai,13.0827,80.2707,2024-03-20,26.09,88.06,10.92,0.48,1010.38
Chennai,13.0827,80.2707,2024-03-21,30.65,78.39,10.32,0.07,1014.99
Chennai,13.0827,80.2707,2024-03-22,25.9,72.32,6.91,0.0,1010.96
Chennai,13.0827,80.2707,2024-03-23,35.55,,11.36,0.0,1007.72
Chennai,13.0827,80.2707,2024-03-24,30.75,89.15,6.65,0.0,1011.11
Chennai,13.0827,80.2707,2024-03-25,28.27,71.36,9.58,0.0,1008.6
Chennai,13.0827,80.2707,2024-03-26,29.86,82.54,8.44,0.0,1014.95
Chennai,13.0827,80.2707,2024-03-27,37.05,74.19,6.64,0.0,1013.26
Chennai,13.0827,80.2707,2024-03-28,32.04,81.96,4.36,0.0,1008.3
Chennai,13.0827,80.2707,2024-03-29,31.78,76.42,10.4,0.0,1007.24
Chennai,13.0827,80.2707,2024-03-30,29.45,83.49,3.53,0.0,1011.71
Chennai,13.0827,80.2707,2024-03-31,26.02,72.82,3.93,0.0,1011.76
Chennai,13.0827,80.2707,2024-04-01,33.02,74.28,10.12,0.0,1014.9
Chennai,13.0827,80.2707,2024-04-02,29.58,78.59,7.79,8.63,1011.03
Chennai,13.0827,80.2707,2024-04-03,32.89,66.68,10.85,0.0,1007.84
Chennai,13.0827,80.2707,2024-04-04,30.57,77.91,15.38,0.0,1010.83
Chennai,13.0827,80.2707,2024-04-05,31.01,68.94,9.26,0.0,1011.99
Chennai,13.0827,80.2707,2024-04-06,31.82,80.58,8.73,0.0,1015.13
Chennai,13.0827,80.2707,2024-04-07,27.92,57.72,7.93,0.15,1007.03
Chennai,13.0827,80.2707,2024-04-08,29.33,74.77,6.69,0.0,1006.4
Chennai,13.0827,80.2707,2024-04-09,30.06,79.34,9.55,0.67,1008.15
Chennai,13.0827,80.2707,2024-04-10,28.14,73.09,11.07,1.49,1008.09
Chennai,13.0827,80.2707,2024-04-11,31.85,75.97,12.77,0.0,1012.15
Chennai,13.0827,80.2707,2024-04-12,32.6,69.22,11.82,0.0,1009.32
Chennai,13.0827,80.2707,2024-04-13,29.92,78.42,12.93,0.0,1015.87
Chennai,13.0827,80.2707,2024-04-14,27.28,59.46,12.37,0.0,1014.31
Chennai,13.0827,80.2707,2024-04-15,29.47,73.14,8.09,0.0,1011.1
Chennai,13.0827,80.2707,2024-04-16,32.74,90.25,9.39,1.65,1016.18
Chennai,13.0827,80.2707,2024-04-17,29.23,84.52,12.83,0.0,1012.83
Chennai,13.0827,80.2707,2024-04-18,31.62,72.11,10.5,0.0,1010.54
Chennai,13.0827,80.2707,2024-04-19,32.17,94.48,10.22,0.0,1013.52
Chennai,13.0827,80.2707,2024-04-20,29.6,82.42,9.86,2.37,1008.73
Chennai,13.0827,80.2707,2024-04-21,29.71,78.67,4.04,0.92,1011.19
Chennai,13.0827,80.2707,2024-04-22,29.05,73.22,7.4,0.0,1012.8
Chennai,13.0827,80.2707,2024-04-23,30.49,75.67,10.89,0.0,1011.01
Chennai,13.0827,80.2707,2024-04-24,28.6,59.83,11.91,0.0,1013.28
Chennai,13.0827,80.2707,2024-04-25,31.55,78.81,10.92,0.0,1008.08
Chennai,13.0827,80.2707,2024-04-26,28.22,61.2,14.37,0.0,1010.37
Chennai,13.0827,80.2707,2024-04-27,37.11,69.19,12.61,0.0,1011.9
Chennai,13.0827,80.2707,2024-04-28,30.86,75.44,7.46,0.0,1008.09
Chennai,13.0827,80.2707,2024-04-29,28.28,85.89,10.09,0.0,1010.25
Chennai,13.0827,80.2707,2024-04-30,35.72,77.86,12.31,0.83,1014.22
Chennai,13.0827,80.2707,2024-05-01,30.75,71.07,11.56,0.0,1010.51
Chennai,13.0827,80.2707,2024-05-02,34.24,79.51,8.51,0.0,1012.51
Chennai,13.0827,80.2707,2024-05-03,33.32,79.33,16.93,0.0,1014.23
Chennai,13.0827,80.2707,2024-05-04,31.51,73.3,13.32,0.0,1008.22
Chennai,13.0827,80.2707,2024-05-05,30.91,64.48,12.02,2.86,1015.36
Chennai,13.0827,80.2707,2024-05-06,34.06,70.28,15.71,0.0,1009.8
Chennai,13.0827,80.2707,2024-05-07,30.9,74.64,15.32,0.0,1017.02
Chennai,13.0827,80.2707,2024-05-08,31.94,69.44,13.28,0.0,1013.87
Chennai,13.0827,80.2707,2024-05-09,36.2,78.01,9.06,0.0,1016.56
Chennai,13.0827,80.2707,2024-05-10,31.25,63.9,12.04,5.65,1005.69
Chennai,13.0827,80.2707,2024-05-11,29.75,72.34,12.28,0.0,1009.86
Chennai,13.0827,80.2707,2024-05-12,33.47,73.61,9.4,4.73,1008.32
Chennai,13.0827,80.2707,2024-05-13,26.57,79.6,13.76,2.18,1010.16
Chennai,13.0827,80.2707,2024-05-14,29.91,76.95,8.66,0.0,1018.24
Chennai,13.0827,80.2707,2024-05-15,35.28,93.6,11.33,0.0,1011.46
Chennai,13.0827,80.2707,2024-05-16,37.21,63.9,10.37,0.0,1011.22
Chennai,13.0827,80.2707,2024-05-17,35.74,65.91,8.61,0.0,1011.28
Chennai,13.0827,80.2707,2024-05-18,33.09,78.98,9.87,0.0,1010.98
Chennai,13.0827,80.2707,2024-05-19,35.9,76.1,14.29,0.0,1010.42
Chennai,13.0827,80.2707,2024-05-20,31.61,67.55,13.2,1.16,1013.28
Chennai,13.0827,80.2707,2024-05-21,32.55,79.44,15.5,0.0,1018.77
Chennai,13.0827,80.2707,2024-05-22,30.55,80.54,15.9,0.0,1010.65
Chennai,13.0827,80.2707,2024-05-23,32.51,68.35,11.71,0.0,1008.23
Chennai,13.0827,80.2707,2024-05-24,30.89,73.75,9.82,0.0,1014.56
Chennai,13.0827,80.2707,2024-05-25,33.51,86.53,10.34,0.72,1008.97
Chennai,13.0827,80.2707,2024-05-26,30.82,72.08,8.66,0.0,1004.17
Chennai,13.0827,80.2707,2024-05-27,32.19,76.74,13.48,0.0,1011.95
Chennai,13.0827,80.2707,2024-05-28,31.04,71.33,8.36,0.0,1010.11
Chennai,13.0827,80.2707,2024-05-29,35.19,65.26,13.35,0.0,1009.6
Chennai,13.0827,80.2707,2024-05-30,35.02,91.81,8.7,0.0,1008.94
Chennai,13.0827,80.2707,2024-05-31,30.89,76.42,10.88,0.0,1011.09
Chennai,13.0827,80.2707,2024-06-01,33.2,68.54,12.27,0.3,1004.38
Chennai,13.0827,80.2707,2024-06-02,32.72,63.85,14.25,0.0,1015.02
Chennai,13.0827,80.2707,2024-06-03,36.22,69.88,18.27,0.0,1010.82
Chennai,13.0827,80.2707,2024-06-04,29.61,76.72,12.39,0.12,1011.44
Chennai,13.0827,80.2707,2024-06-05,37.39,65.48,14.95,0.0,1010.5
Chennai,13.0827,80.2707,2024-06-06,33.77,63.29,9.5,0.0,1009.06
Chennai,13.0827,80.2707,2024-06-07,38.25,63.13,11.45,0.0,1007.72
Chennai,13.0827,80.2707,2024-06-08,37.64,75.17,11.41,1.13,1015.45
Chennai,13.0827,80.2707,2024-06-09,29.5,62.33,16.36,0.0,1015.85
Chennai,13.0827,80.2707,2024-06-10,35.09,68.67,12.93,0.98,1010.67
Chennai,13.0827,80.2707,2024-06-11,29.9,56.57,15.41,1.61,1004.88
Chennai,13.0827,80.2707,2024-06-12,33.36,64.52,9.2,0.0,1013.24
Chennai,13.0827,80.2707,2024-06-13,30.72,72.1,13.05,0.0,1010.68
Chennai,13.0827,80.2707,2024-06-14,34.49,65.22,15.84,0.0,1009.89
Chennai,13.0827,80.2707,2024-06-15,31.58,62.57,12.86,0.0,1015.12
Chennai,13.0827,80.2707,2024-06-16,35.25,68.35,13.91,0.0,1010.55
Chennai,13.0827,80.2707,2024-06-17,36.69,75.05,12.53,0.89,1012.22
Chennai,13.0827,80.2707,2024-06-18,34.95,62.55,16.27,0.0,1014.55
Chennai,13.0827,80.2707,2024-06-19,33.43,62.75,14.85,0.0,1010.6
Chennai,13.0827,80.2707,2024-06-20,33.47,67.63,14.23,0.53,1008.87
Chennai,13.0827,80.2707,2024-06-21,34.08,69.02,18.09,4.39,1007.07
Chennai,13.0827,80.2707,2024-06-22,36.06,71.1,15.34,0.0,1015.11
Chennai,13.0827,80.2707,2024-06-23,32.39,66.58,17.18,3.66,1007.9
Chennai,13.0827,80.2707,2024-06-24,32.78,73.28,15.5,0.0,1011.58
Chennai,13.0827,80.2707,2024-06-25,37.53,73.53,17.3,0.0,1014.71
Chennai,13.0827,80.2707,2024-06-26,33.63,62.34,14.94,0.0,1012.8
Chennai,13.0827,80.2707,2024-06-27,34.8,68.18,16.53,0.0,1007.58
Chennai,13.0827,80.2707,2024-06-28,31.82,74.61,12.05,0.0,1015.93
Chennai,13.0827,80.2707,2024-06-29,35.85,61.32,14.49,0.0,1008.02
Chennai,13.0827,80.2707,2024-06-30,31.05,74.17,16.89,0.0,1013.15
Chennai,13.0827,80.2707,2024-07-01,30.9,53.35,15.54,0.0,1011.15
Chennai,13.0827,80.2707,2024-07-02,33.74,51.77,14.73,6.33,1015.98
Chennai,13.0827,80.2707,2024-07-03,34.85,56.79,16.18,3.33,1015.24
Chennai,13.0827,80.2707,2024-07-04,36.46,63.96,14.42,0.02,1011.46
Chennai,13.0827,80.2707,2024-07-05,32.67,66.19,17.35,0.0,1009.15
Chennai,13.0827,80.2707,2024-07-06,34.11,66.88,14.22,0.0,1006.15
Chennai,13.0827,80.2707,2024-07-07,33.77,54.11,12.89,0.0,1013.49
Chennai,13.0827,80.2707,2024-07-08,35.55,53.73,13.58,0.0,1007.75
Chennai,13.0827,80.2707,2024-07-09,32.07,51.18,11.97,0.0,1006.19
Chennai,13.0827,80.2707,2024-07-10,37.4,53.58,13.57,0.0,1009.21
Chennai,13.0827,80.2707,2024-07-11,35.32,84.45,13.35,0.0,1013.87
Chennai,13.0827,80.2707,2024-07-12,32.56,54.99,14.45,0.14,1012.33
Chennai,13.0827,80.2707,2024-07-13,35.62,72.57,10.93,0.0,1011.96
Chennai,13.0827,80.2707,2024-07-14,35.61,53.67,17.05,0.0,1012.39
Chennai,13.0827,80.2707,2024-07-15,32.4,74.08,19.73,1.57,1013.94
Chennai,13.0827,80.2707,2024-07-16,36.3,68.96,15.47,0.0,1008.13
Chennai,13.0827,80.2707,2024-07-17,32.8,67.78,14.04,0.0,1012.62
Chennai,13.0827,80.2707,2024-07-18,34.98,57.92,13.6,3.65,1015.33
Chennai,13.0827,80.2707,2024-07-19,33.84,56.75,17.12,3.22,1012.26
Chennai,13.0827,80.2707,2024-07-20,32.18,68.05,18.14,0.0,1016.8
Chennai,13.0827,80.2707,2024-07-21,36.82,54.76,13.63,0.0,1010.55
Chennai,13.0827,80.2707,2024-07-22,37.22,70.72,12.37,0.0,1012.56
Chennai,13.0827,80.2707,2024-07-23,37.51,56.48,13.71,0.0,1016.1
Chennai,13.0827,80.2707,2024-07-24,33.92,64.39,15.09,1.83,1011.56
Chennai,13.0827,80.2707,2024-07-25,30.87,53.72,17.82,0.0,1011.81
Chennai,13.0827,80.2707,2024-07-26,33.08,60.56,11.42,0.0,1012.54
Chennai,13.0827,80.2707,2024-07-27,34.18,57.79,14.9,1.14,1013.48
Chennai,13.0827,80.2707,2024-07-28,34.49,65.14,13.45,0.13,1008.39
Chennai,13.0827,80.2707,2024-07-29,33.75,66.38,16.37,0.0,1007.29
Chennai,13.0827,80.2707,2024-07-30,31.56,49.24,15.89,0.0,1013.16
Chennai,13.0827,80.2707,2024-07-31,32.12,67.01,14.13,0.0,1010.86
Chennai,13.0827,80.2707,2024-08-01,32.76,57.75,17.04,0.0,1012.02
Chennai,13.0827,80.2707,2024-08-02,30.05,49.26,16.23,0.0,1012.64
Chennai,13.0827,80.2707,2024-08-03,33.83,83.57,15.9,0.0,1010.06
Chennai,13.0827,80.2707,2024-08-04,34.74,52.2,13.89,0.0,1010.11
Chennai,13.0827,80.2707,2024-08-05,33.58,47.19,11.35,0.99,1012.8
Chennai,13.0827,80.2707,2024-08-06,31.11,63.54,8.25,0.0,1011.01
Chennai,13.0827,80.2707,2024-08-07,30.75,64.33,16.94,1.42,1010.3
Chennai,13.0827,80.2707,2024-08-08,36.31,60.04,15.65,0.0,1012.02
Chennai,13.0827,80.2707,2024-08-09,32.69,53.26,14.0,0.0,1013.82
Chennai,13.0827,80.2707,2024-08-10,30.42,53.2,11.5,0.92,1006.59
Chennai,13.0827,80.2707,2024-08-11,34.56,63.93,12.75,0.0,1011.25
Chennai,13.0827,80.2707,2024-08-12,36.53,64.03,13.42,0.0,1009.56
Chennai,13.0827,80.2707,2024-08-13,30.4,61.5,18.99,0.45,1010.35
Chennai,13.0827,80.2707,2024-08-14,33.49,54.36,17.3,0.0,1009.74
Chennai,13.0827,80.2707,2024-08-15,30.84,53.19,11.81,0.0,1013.1
Chennai,13.0827,80.2707,2024-08-16,31.68,57.41,13.45,0.0,1012.47
Chennai,13.0827,80.2707,2024-08-17,31.02,58.83,17.12,0.0,1008.57
Chennai,13.0827,80.2707,2024-08-18,29.73,63.24,17.49,3.63,1012.89
Chennai,13.0827,80.2707,2024-08-19,31.81,70.1,12.04,1.82,1015.6
Chennai,13.0827,80.2707,2024-08-20,34.36,70.25,13.85,0.0,1009.04
Chennai,13.0827,80.2707,2024-08-21,29.3,64.3,14.96,0.0,1007.93
Chennai,13.0827,80.2707,2024-08-22,34.64,61.25,11.43,0.0,1020.19
Chennai,13.0827,80.2707,2024-08-23,30.46,55.95,16.14,0.0,1011.78
Chennai,13.0827,80.2707,2024-08-24,33.14,57.64,16.72,0.82,1010.64
Chennai,13.0827,80.2707,2024-08-25,31.72,55.0,13.51,3.2,1012.44
Chennai,13.0827,80.2707,2024-08-26,31.36,59.49,15.8,0.17,1009.86
Chennai,13.0827,80.2707,2024-08-27,33.13,48.7,13.28,1.23,1005.67
Coimbatore,11.0168,76.9558,2024-01-01,24.96,71.45,10.52,0.0,1011.41
Coimbatore,11.0168,76.9558,2024-01-02,24.94,73.46,6.77,0.0,1014.16
Coimbatore,11.0168,76.9558,2024-01-03,22.92,70.63,2.21,0.0,1013.59
Coimbatore,11.0168,76.9558,2024-01-04,26.96,63.99,7.61,0.94,1012.34
Coimbatore,11.0168,76.9558,2024-01-05,23.25,71.14,8.46,0.61,1010.08
Coimbatore,11.0168,76.9558,2024-01-06,24.23,63.77,9.5,0.69,1010.92
Coimbatore,11.0168,76.9558,2024-01-07,19.15,62.03,6.11,0.0,1015.17
Coimbatore,11.0168,76.9558,2024-01-08,20.82,80.0,6.7,1.19,1011.86
Coimbatore,11.0168,76.9558,2024-01-09,29.61,61.45,8.23,2.26,1009.66
Coimbatore,11.0168,76.9558,2024-01-10,25.56,66.03,7.64,0.0,1011.76
Coimbatore,11.0168,76.9558,2024-01-11,28.25,78.49,5.9,0.0,1010.31
Coimbatore,11.0168,76.9558,2024-01-12,26.28,42.95,6.94,0.0,1006.11
Coimbatore,11.0168,76.9558,2024-01-13,28.92,58.2,5.35,0.84,1009.17
Coimbatore,11.0168,76.9558,2024-01-14,23.08,65.31,7.71,0.0,1007.97
Coimbatore,11.0168,76.9558,2024-01-15,27.28,71.44,7.85,0.0,1008.26
Coimbatore,11.0168,76.9558,2024-01-16,25.97,71.16,6.33,2.36,1010.56
Coimbatore,11.0168,76.9558,2024-01-17,25.92,78.33,4.19,0.0,1006.81
Coimbatore,11.0168,76.9558,2024-01-18,25.14,77.12,2.74,0.0,1009.83
Coimbatore,11.0168,76.9558,2024-01-19,27.32,60.19,7.56,0.0,1012.34
Coimbatore,11.0168,76.9558,2024-01-20,28.0,51.81,10.31,0.0,1009.99
Coimbatore,11.0168,76.9558,2024-01-21,24.85,70.01,4.41,3.51,1009.81
Coimbatore,11.0168,76.9558,2024-01-22,27.14,66.49,10.85,0.0,1015.29
Coimbatore,11.0168,76.9558,2024-01-23,26.66,78.74,6.85,0.0,1014.49
Coimbatore,11.0168,76.9558,2024-01-24,25.75,68.17,11.2,0.0,1008.92
Coimbatore,11.0168,76.9558,2024-01-25,27.45,59.8,5.65,0.0,1007.91
Coimbatore,11.0168,76.9558,2024-01-26,23.53,71.93,6.51,0.0,1009.48
Coimbatore,11.0168,76.9558,2024-01-27,25.94,69.58,5.76,1.78,1014.01
Coimbatore,11.0168,76.9558,2024-01-28,28.54,52.46,7.21,0.0,1009.19
Coimbatore,11.0168,76.9558,2024-01-29,19.19,66.64,4.87,0.0,1006.11
Coimbatore,11.0168,76.9558,2024-01-30,23.6,55.77,6.5,0.99,1011.47
Coimbatore,11.0168,76.9558,2024-01-31,25.35,58.51,9.38,0.0,1007.56
Coimbatore,11.0168,76.9558,2024-02-01,25.61,68.44,9.0,0.0,1014.35
Coimbatore,11.0168,76.9558,2024-02-02,29.45,71.91,9.82,0.0,1012.63
Coimbatore,11.0168,76.9558,2024-02-03,28.88,83.89,11.57,0.0,1013.75
Coimbatore,11.0168,76.9558,2024-02-04,24.65,76.2,10.2,2.65,1011.98
Coimbatore,11.0168,76.9558,2024-02-05,23.5,72.18,10.05,0.0,1007.24
Coimbatore,11.0168,76.9558,2024-02-06,26.31,76.98,8.65,1.49,1008.8
Coimbatore,11.0168,76.9558,2024-02-07,28.42,61.85,10.59,2.61,1016.2
Coimbatore,11.0168,76.9558,2024-02-08,26.29,64.1,9.78,0.0,1013.16
Coimbatore,11.0168,76.9558,2024-02-09,27.12,64.49,11.13,0.0,1006.23
Coimbatore,11.0168,76.9558,2024-02-10,25.51,79.47,5.56,0.0,1006.1
Coimbatore,11.0168,76.9558,2024-02-11,29.54,78.04,7.62,0.0,1014.25
Coimbatore,11.0168,76.9558,2024-02-12,33.39,66.48,5.5,0.22,1011.26
Coimbatore,11.0168,76.9558,2024-02-13,24.32,78.42,9.93,0.0,1006.36
Coimbatore,11.0168,76.9558,2024-02-14,28.35,86.24,9.43,0.76,1010.27
Coimbatore,11.0168,76.9558,2024-02-15,21.5,62.57,8.23,0.0,1008.06
Coimbatore,11.0168,76.9558,2024-02-16,24.87,70.2,7.17,0.0,1013.88
Coimbatore,11.0168,76.9558,2024-02-17,22.75,84.16,5.64,0.0,1009.92
Coimbatore,11.0168,76.9558,2024-02-18,22.67,79.71,8.2,1.67,1015.17
Coimbatore,11.0168,76.9558,2024-02-19,28.6,84.38,13.44,0.0,1009.79
Coimbatore,11.0168,76.9558,2024-02-20,26.84,88.96,6.1,0.0,1009.79
Coimbatore,11.0168,76.9558,2024-02-21,25.93,72.08,8.87,0.0,1012.25
Coimbatore,11.0168,76.9558,2024-02-22,28.8,72.02,13.51,1.97,1013.67
Coimbatore,11.0168,76.9558,2024-02-23,24.51,71.23,6.56,0.0,1009.36
Coimbatore,11.0168,76.9558,2024-02-24,25.79,73.09,8.19,0.0,1008.8
Coimbatore,11.0168,76.9558,2024-02-25,23.57,74.07,8.69,0.96,1011.39
Coimbatore,11.0168,76.9558,2024-02-26,25.19,69.09,11.75,0.0,1012.99
Coimbatore,11.0168,76.9558,2024-02-27,29.81,72.93,7.49,0.0,1009.93
Coimbatore,11.0168,76.9558,2024-02-28,29.08,69.14,11.02,0.0,1008.37
Coimbatore,11.0168,76.9558,2024-02-29,29.15,53.55,5.58,0.35,1015.89
Coimbatore,11.0168,76.9558,2024-03-01,25.0,75.7,14.45,0.0,1006.93
Coimbatore,11.0168,76.9558,2024-03-02,29.65,80.3,7.4,0.61,1018.32
Coimbatore,11.0168,76.9558,2024-03-03,27.79,63.37,8.66,0.0,1008.73
Coimbatore,11.0168,76.9558,2024-03-04,27.39,84.34,8.91,0.0,1011.58
Coimbatore,11.0168,76.9558,2024-03-05,32.99,64.14,8.32,0.67,1007.12
Coimbatore,11.0168,76.9558,2024-03-06,29.45,75.59,9.8,0.53,1009.91
Coimbatore,11.0168,76.9558,2024-03-07,26.37,82.73,4.83,0.0,1009.75
Coimbatore,11.0168,76.9558,2024-03-08,31.37,81.3,4.8,0.0,1012.05
Coimbatore,11.0168,76.9558,2024-03-09,29.93,69.14,7.68,0.0,1013.23
Coimbatore,11.0168,76.9558,2024-03-10,26.03,74.0,6.27,0.0,1007.66
Coimbatore,11.0168,76.9558,2024-03-11,28.94,77.25,8.35,0.0,1004.74
Coimbatore,11.0168,76.9558,2024-03-12,30.46,79.12,8.02,0.0,1012.02
Coimbatore,11.0168,76.9558,2024-03-13,28.88,73.25,11.39,0.0,1010.75
Coimbatore,11.0168,76.9558,2024-03-14,31.95,73.3,9.78,3.65,1013.52
Coimbatore,11.0168,76.9558,2024-03-15,29.01,76.06,5.02,5.7,1013.38
Coimbatore,11.0168,76.9558,2024-03-16,29.6,57.55,11.05,0.0,1010.53
Coimbatore,11.0168,76.9558,2024-03-17,27.41,79.32,9.8,0.0,1014.21
Coimbatore,11.0168,76.9558,2024-03-18,27.88,73.43,7.67,0.0,1006.96
Coimbatore,11.0168,76.9558,2024-03-19,29.18,66.41,5.55,0.0,1006.53
Coimbatore,11.0168,76.9558,2024-03-20,32.01,75.0,8.14,0.0,1015.51
